year,district,candidate,candidate_key,filing_status,filing_date,pdf_label,pdf_url,question_number,inline_answer,question_text
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,11,Respondent skipped this question,"City Auditor candidate applicants may upload proof of
certification below if not submitting certification by email or
in person.
Page 6: Candidate residence address"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,12,,"Candidate residence address
Street address 3014 se 8th Ave
City Portland
County OR
State OR
Zip code 97202-2569"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,13,Yes,"Have you resided at this address since November 3,
2025?
2 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,14,Respondent skipped this question,"If you answered “No” to the question above, list the
address(es) where you have resided since November 3,
2025:"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,15,Yes,"Candidate mailing address and residence address are the
same.
Page 7: Candidate mailing address"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,16,Respondent skipped this question,"Candidate mailing address
Page 8: Candidate contact information"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,17,Respondent skipped this question,"Outgoing communications from Portland City Elections to
candidates or interested parties will be primarily by email,
unless contact by phone is selected by checking the box
below."
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,18,,"At least one email or phone number is required.
Primary email address (e.g., campaign email): gb.frankenstein@gmail.com
Primary phone number: 7177817742"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,19,Respondent skipped this question,"Alternate email address (e.g., personal email)"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,20,Respondent skipped this question,Alternate phone number
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,21,Respondent skipped this question,"Campaign phone number
3 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,22,,"Campaign website (if applicable)
guyfrankenstein.com
Page 9: Race and ethnicity (optional) - Tribe or Native Corporation"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,23,Respondent skipped this question,"Please provide your Tribe or Native Corporation, if desired:
Page 10: Race and ethnicity (optional)"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,24,White,"Race and ethnicity (check all that apply)
Page 11: Required background information"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,25,,"Occupation (present employment, paid or unpaid). If not employed, enter ""Not Employed.""
Student"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,26,,"Occupational background (previous employment, paid or unpaid). If no relevant experience, ""None"" or ""NA"" must be
entered.
N/A"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,27,,"Prior governmental experience (elected or appointed). If no relevant experience, ""None"" or ""NA” must be entered.
N/A
Page 12: Educational background
4 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,28,,"School attended:
Complete name of school University of Idaho
Diploma/Degree/Certificate BS
Course of study (optional) Criminology"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,29,,"School attended:
Complete name of school John Jay School of Criminal Justice
Diploma/Degree/Certificate MA
Course of study (optional) Human Rights"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,30,Respondent skipped this question,School attended:
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,31,Respondent skipped this question,School attended:
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,32,No,Do you have additional schools to add?
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,33,Respondent skipped this question,"Educational background (other)
Page 13: Educational background (additional schools)"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,34,Respondent skipped this question,School attended
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,35,Respondent skipped this question,School attended:
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,36,Respondent skipped this question,"School attended:
5 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,37,Respondent skipped this question,School attended
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,38,Respondent skipped this question,School attended
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,39,Respondent skipped this question,"School attended
Page 15: Small Donor Elections program"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,40,I do not plan to participate in the City’s public funding,"program.
Select one:
Page 16: Candidate committee"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,41,I have a candidate committee registered with the Oregon,"Secretary of State in ORESTAR. Name of candidate
Select one:
committee as registered in ORESTAR::
Guy Frankenstein for Portland City Council
Page 17: Filing Method"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,42,Declaration with Fee ($500 for Auditor; $250 for,"Councilor)
I am filing by:
Page 18: Filing by Declaration of Candidacy with Fee"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,43,I am filing this Candidate Filing Application along with,"the required filing fee pursuant to City Code Section
Acknowledgement:
2.08.060 (Candidacy by Declaration). I understand that
my filing for candidacy is not complete until I have
submitted a completed Candidate Filing Application
and paid the filing fee."
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,44,Paying through the online payment portal,"(portlandoregon.gov/auditor/candidatefilingfee/).
I am including the required fee by the following method:
Page 19: Filing by Declaration of Candidacy with Fee Waiver
6 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,45,Respondent skipped this question,"Acknowledgment:
Page 20: Filing by Nominating Petition"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,46,Respondent skipped this question,Some circulators may be paid:
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,47,Respondent skipped this question,Acknowledgment:
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,48,Respondent skipped this question,"A proposed signature sheet (SEL 121 Form) must be
submitted for review and approved in writing prior to
circulating for signatures.
Page 21: Residence address exemption"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,49,I will not be filing the optional Residence Address,"Exemption Request.
Candidates must disclose their residence address as part
of their declaration of candidacy. Candidate declarations
are publicly disclosed online. Candidates have the option
to request their residence address be exempt from
disclosure by filing a separate Residence Address
Exemption Request with the Oregon Secretary of State.
The exemption request must include a publicly disclosable
mailing address. Even if exemption requests are granted,
residence addresses are still subject to in-person
inspection as a public record under ORS 192.311 to
192.478. An Address Exemption Request must be filed
within five (5) business days of filing this Candidate Filing
Application (AUD 120 Form) to avoid potential public
posting of a residence address.
Page 22: Candidate attestation and filing submission"
2026,3,Guy Frankenstein,2026|3|guy frankenstein,Qualified,"June 26, 2026",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/frankenstein-guy-aud-120-original/download,50,"By checking this box, I am attaching my electronic","signature to this online Candidate Filing Application
Candidate signature
(AUD 120 Form).
7 / 7"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,1,Amendment,"This form is filed as an:
Page 2: City office"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,2,Councilor District 3,"I am filing for the office of:
Page 3: Candidate name"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,3,,"First name
Adrian"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,4,,"Middle initial
Keir"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,5,,"Last name
Legree"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,6,Respondent skipped this question,"Suffix
1 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,7,,"Name should appear on the ballot as follows (nickname or shortened version of name may be added in parentheses):
Keir Legree"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,8,,"Optional: How your name should be pronounced (phonetic spelling):
Rhymes with Beer!
Page 4: Certification Requirement for Auditor Candidates"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,9,Respondent skipped this question,Select one:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,10,Respondent skipped this question,"Acknowledgment:
Page 5: Auditor Certification Proof"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,11,Respondent skipped this question,"City Auditor candidate applicants may upload proof of
certification below if not submitting certification by email or
in person.
Page 6: Candidate residence address"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,12,,"Candidate residence address
Street address
City
County
State
Zip code"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,13,Yes,"Have you resided at this address since November 3,
2025?
2 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,14,Respondent skipped this question,"If you answered “No” to the question above, list the
address(es) where you have resided since November 3,
2025:"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,15,Yes,"Candidate mailing address and residence address are the
same.
Page 7: Candidate mailing address"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,16,Respondent skipped this question,"Candidate mailing address
Page 8: Candidate contact information"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,17,Respondent skipped this question,"Outgoing communications from Portland City Elections to
candidates or interested parties will be primarily by email,
unless contact by phone is selected by checking the box
below."
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,18,,"At least one email or phone number is required.
Primary email address (e.g., campaign email): keir@planxt.com
Primary phone number: 503-784-6136"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,19,Respondent skipped this question,"Alternate email address (e.g., personal email)"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,20,Respondent skipped this question,Alternate phone number
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,21,Respondent skipped this question,Campaign phone number
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,22,Respondent skipped this question,"Campaign website (if applicable)
3 / 7
2026 Candidate Filing Application - AUD 120 Form
Page 9: Race and ethnicity (optional) - Tribe or Native Corporation"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,23,Respondent skipped this question,"Please provide your Tribe or Native Corporation, if desired:
Page 10: Race and ethnicity (optional)"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,24,White,"Race and ethnicity (check all that apply)
Page 11: Required background information"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,25,,"Occupation (present employment, paid or unpaid). If not employed, enter ""Not Employed.""
GM of Savoy Studios (An Art Glass Company)
- Founder PlanXT (online project management company)"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,26,,"Occupational background (previous employment, paid or unpaid). If no relevant experience, ""None"" or ""NA"" must be
entered.
N/A"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,27,,"Prior governmental experience (elected or appointed). If no relevant experience, ""None"" or ""NA” must be entered.
N/A
Page 12: Educational background"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,28,,"School attended:
Complete name of school Rex Putnam High School
Last grade completed 12
Diploma/Degree/Certificate High School Diploma"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,29,Respondent skipped this question,"School attended:
4 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,30,Respondent skipped this question,School attended:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,31,Respondent skipped this question,School attended:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,32,No,Do you have additional schools to add?
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,33,Respondent skipped this question,"Educational background (other)
Page 13: Educational background (additional schools)"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,34,Respondent skipped this question,School attended
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,35,Respondent skipped this question,School attended:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,36,Respondent skipped this question,School attended:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,37,Respondent skipped this question,School attended
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,38,Respondent skipped this question,School attended
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,39,Respondent skipped this question,"School attended
Page 15: Small Donor Elections program"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,40,I do not plan to participate in the City’s public funding,"program.
Select one:
5 / 7
2026 Candidate Filing Application - AUD 120 Form
Page 16: Candidate committee"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,41,I do not currently have a candidate committee,"registered in ORESTAR. I will be filing a Statement of
Select one:
Organization for Candidate Committee (SEL 220 Form)
with Oregon’s Secretary of State, Elections Division.
Page 17: Filing Method"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,42,Declaration with Fee ($500 for Auditor; $250 for,"Councilor)
I am filing by:
Page 18: Filing by Declaration of Candidacy with Fee"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,43,I am filing this Candidate Filing Application along with,"the required filing fee pursuant to City Code Section
Acknowledgement:
2.08.060 (Candidacy by Declaration). I understand that
my filing for candidacy is not complete until I have
submitted a completed Candidate Filing Application
and paid the filing fee."
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,44,Paying through the online payment portal,"(portlandoregon.gov/auditor/candidatefilingfee/).
I am including the required fee by the following method:
Page 19: Filing by Declaration of Candidacy with Fee Waiver"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,45,Respondent skipped this question,"Acknowledgment:
Page 20: Filing by Nominating Petition"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,46,Respondent skipped this question,Some circulators may be paid:
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,47,Respondent skipped this question,"Acknowledgment:
6 / 7
2026 Candidate Filing Application - AUD 120 Form"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,48,Respondent skipped this question,"A proposed signature sheet (SEL 121 Form) must be
submitted for review and approved in writing prior to
circulating for signatures.
Page 21: Residence address exemption"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,49,I will not be filing the optional Residence Address,"Exemption Request.
Candidates must disclose their residence address as part
of their declaration of candidacy. Candidate declarations
are publicly disclosed online. Candidates have the option
to request their residence address be exempt from
disclosure by filing a separate Residence Address
Exemption Request with the Oregon Secretary of State.
The exemption request must include a publicly disclosable
mailing address. Even if exemption requests are granted,
residence addresses are still subject to in-person
inspection as a public record under ORS 192.311 to
192.478. An Address Exemption Request must be filed
within five (5) business days of filing this Candidate Filing
Application (AUD 120 Form) to avoid potential public
posting of a residence address.
Page 22: Candidate attestation and filing submission"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Amended),https://www.portland.gov/auditor/elections/documents/legree-keir-aud-120-amended/download,50,"By checking this box, I am attaching my electronic","signature to this online Candidate Filing Application
Candidate signature
(AUD 120 Form).
7 / 7"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Original),https://www.portland.gov/auditor/elections/documents/keir-aud-120-original/download,1,Original,"This form is filed as an:
Page 2: City office"
2026,3,Keir Legree,2026|3|keir legree,Qualified,"July 10, 2026",Candidate Filing Application (Original),https://www.portland.gov/auditor/elections/documents/keir-aud-120-original/download,2,Councilor District 3,"I am filing for the office of:
Page 3: Candidate name"
