year,district,candidate,candidate_key,filing_status,filing_date,pdf_label,pdf_url,pdf_local_path,download_status,form_type_detected,filed_as,office_sought,ballot_name,campaign_website,race_ethnicity_self_reported,tribe_native_corporation_self_reported,occupation,occupational_background,prior_govt_experience,education_background,public_funding_program,candidate_committee,filing_method,parse_method,text_local_path,needs_manual_review
2024,1,Cayle Tern,2024|1|cayle tern,Qualified,"July 11, 2024",Candidate Filing Application (original),https://www.portland.gov/auditor/elections/documents/cayle-tern-aud-120-original/download,candidate_filings/2024/pdfs/d1/cayle-tern/candidate-filing-application-original.pdf,downloaded,candidate_filing_application,Original,Councilor District 1 (4-Year Term),Cayle Tern Page 2: Candidate Information,cayleforpdx.com,Asian or Asian American | Page 9: Candidate Information: Demographic Information,,APANO - Civic Engagement Manager,Family Coach - Oregon Department of Human Services,Reynold School Board - District 7 Portland Utility Board,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""18"", ""credential"": ""Master of Social Work"", ""course_of_study"": ""Social Work""}, {""school"": ""California State University, Chico"", ""last_grade_completed"": ""16"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Human Resources Management""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d1/cayle-tern/candidate-filing-application-original.txt,False
2024,2,James Armstrong,2024|2|james armstrong,Qualified,"July 24, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/armstrong-aud-120/download,candidate_filings/2024/pdfs/d2/james-armstrong/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),James Armstrong Page 2: Candidate Information,www.armstrongforpdx.com,White | Page 9: Candidate Information: Demographic Information,,Optometry clinic owner,Forensic accountant,None,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Completed"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Economics""}, {""school"": ""Marylhurst University"", ""last_grade_completed"": ""Completed"", ""credential"": ""Masters of Business Administration"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/james-armstrong/candidate-filing-application.txt,False
2024,2,Reuben Berlin,2024|2|reuben berlin,Qualified,"August 23, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/berlin-aud-120/download,candidate_filings/2024/pdfs/d2/reuben-berlin/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Reuben Berlin Page 2: Candidate Information,www.reubenberlin.com,White | Page 9: Candidate Information: Demographic Information,,Organic Commodities Trader,Banker,None,"[{""school"": ""University of Oregon"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Political Science""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/reuben-berlin/candidate-filing-application.txt,False
2024,2,Michelle DePass,2024|2|michelle depass,Qualified,"August 26, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/depass-aud-120/download,candidate_filings/2024/pdfs/d2/michelle-depass/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Michelle DePass Page 2: Candidate Information,https://depassforportland.com/,"Black or African American | Hispanic, Latino, Latina, or Latinx",,"Climate Policy Team, City of Portland Bureau of Planning and Sustainability","Senior Management Analyst, Community Engagement and Policy Coordinator, City of Portland Housing, Senior Analyst, Minority, Women, Emerging Small Business, Metro Regional Government, Senior Energy Analyst, The Cadmus Group","Current Vice Chair/Former Chair of Portland Public Schools Board of Education, Budget Advisory Committees for Housing and Planning and Sustainability, Former Director Irvington Neighborhood Association","[{""school"": ""Metropolitan Learning Center"", ""last_grade_completed"": ""12"", ""credential"": ""High School"", ""course_of_study"": """"}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""-"", ""credential"": ""-"", ""course_of_study"": ""Prerequisites/xfer to PSU""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""-"", ""credential"": ""BS"", ""course_of_study"": ""Community Development""}, {""school"": ""Bainbridge Graduate Institute"", ""last_grade_completed"": ""-"", ""credential"": ""-"", ""course_of_study"": ""Sustainable Business""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/michelle-depass/candidate-filing-application.txt,False
2024,2,Marnie Glickman,2024|2|marnie glickman,Qualified,"August 13, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/glickman-aud-120-0/download,candidate_filings/2024/pdfs/d2/marnie-glickman/candidate-filing-application.pdf,downloaded,unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,candidate_filings/2024/extracted_text/d2/marnie-glickman/candidate-filing-application.txt,True
2024,2,Mariah Hudson,2024|2|mariah hudson,Qualified,"June 10, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/mariah-hudson-aud-120/download,candidate_filings/2024/pdfs/d2/mariah-hudson/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Mariah Hudson Page 2: Candidate Information,https://www.mariahforportland.com,White | Page 9: Candidate Information: Demographic Information,,"Senior Healthcare Communicator, Oregon Health Science University","Two decades in senior roles as a Sustainability Officer and Higher Education Administrator advancing climate action goals and student success initiatives, and building public/ private partnerships. College instructor.","Chair, Portland Bureau of Transportation Bureau and Budget Advisory Committee (2023-24), Co-chair, Portland Public Schools Budget Advisory Committee (2022-24), former Chair and Board Member Northeast Coalition of Neighborhoods (2016-2021), Alameda Neighborhood Association Board Member (2015-2022), PPS Family Advisory Council on Education Representative for Beaumont (2023-24), PTA Board Member (2022-24), Democratic Precinct Committee Person.","[{""school"": ""Churchill High School"", ""last_grade_completed"": ""12"", ""credential"": ""High School"", ""course_of_study"": """"}, {""school"": ""University of Oregon"", ""last_grade_completed"": ""BA"", ""credential"": ""BA"", ""course_of_study"": ""English""}, {""school"": ""University of Dallas"", ""last_grade_completed"": ""MA"", ""credential"": ""Master of American Studies"", ""course_of_study"": ""Economics""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/mariah-hudson/candidate-filing-application.txt,False
2024,2,Sameer Kanal,2024|2|sameer kanal,Qualified,"August 27, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/kanal-aud-120/download,candidate_filings/2024/pdfs/d2/sameer-kanal/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Sameer Kanal Page 2: Candidate Information,www.kanalforportland.com,Asian or Asian American | Page 9: Candidate Information: Demographic Information,,"Inclusive Policy Manager, Public Safety Service Area, City of Portland","Advisory Boards and Commissions Manager, Community Safety Division, City of Portland Police Accountability Commission Project Manager, Community Safety Division, City of Portland Executive Director / Program Director, Northwest Association for Global Affairs Regional Political Director - DFW, Texas American Federation of Teachers (AFT) Writer and Reporter, Reaching Critical Will, Women's International League for Peace and Freedom Research Associate, Lawyers Committee on Nuclear Policy Project Associate, Mapping the Arms Trade Treaty, Oxfam International Logistics Consultant, Criminalization of Sexuality and Reproduction Project, Amnesty International Legislative Coordinator, Office of Government Relations, Associated Students of the University of Washington","Member, Portland Parks & Recreation Board Advisory Boards and Commissions Manager, Community Safety Division, City of Portland Police Accountability Commission Project Manager, Community Safety Division, City of Portland Accessible Voting Unit Operator, King County Elections","[{""school"": ""Clark College"", ""last_grade_completed"": """", ""credential"": ""A.A."", ""course_of_study"": ""International Relations, Economics""}, {""school"": ""University of Washington"", ""last_grade_completed"": """", ""credential"": ""B.A."", ""course_of_study"": ""Political Science, Economics""}, {""school"": ""New York University"", ""last_grade_completed"": """", ""credential"": ""M.S."", ""course_of_study"": ""Global Affairs (Human Rights and International Law)""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/sameer-kanal/candidate-filing-application.txt,False
2024,2,Debbie Kitchin,2024|2|debbie kitchin,Qualified,"August 22, 2024",Candidate Filing Application,https://www.portland.gov/auditor/elections/documents/kitchin-aud-120/download,candidate_filings/2024/pdfs/d2/debbie-kitchin/candidate-filing-application.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Debbie Kitchin Page 2: Candidate Information,https://electdebbiekitchin.com,White | Page 9: Candidate Information: Demographic Information,,Small business owner,Regional economist,City of Portland Charter Commission,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Master's"", ""credential"": ""Master's of Business Administration"", ""course_of_study"": """"}, {""school"": ""Reed College"", ""last_grade_completed"": ""Bachelor's"", ""credential"": ""Bachelor of Arts"", ""course_of_study"": ""Economics""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/debbie-kitchin/candidate-filing-application.txt,False
2024,2,Michael (Mike) Marshall,2024|2|michael mike marshall,Qualified,"August 5, 2024",Candidate Filing Application (as amended),https://www.portland.gov/auditor/elections/documents/marshall-aud-120-ammended/download,candidate_filings/2024/pdfs/d2/michael-mike-marshall/candidate-filing-application-as-amended.pdf,downloaded,candidate_filing_application,Amendment,Councilor District 2 (4-Year Term),Michael (Mike) Marshall Page 2: Candidate Information,www.MikeMarshallForPortland.com,White | Page 9: Candidate Information: Demographic Information,,"Co-Founder & Executive Director, Oregon Recovers","Executive Director, City Club of Portland Campaign Manager, Oregon United for Marriage","Member, Behavioral Health Metrics and Incentives Committee, Oregon Health Authority Member, Multnomah County Specialty Courts Advisory Committee","[{""school"": ""University of California, San Diego"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Bachelor of Arts"", ""course_of_study"": ""Political Science & History""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/michael-mike-marshall/candidate-filing-application-as-amended.txt,False
2024,2,Michael (Mike) Marshall,2024|2|michael mike marshall,Qualified,"August 5, 2024",Candidate Filing Application (original),https://www.portland.gov/auditor/elections/documents/marshall-aud-120-original/download,candidate_filings/2024/pdfs/d2/michael-mike-marshall/candidate-filing-application-original.pdf,downloaded,candidate_filing_application,Original,Councilor District 2 (4-Year Term),Michael (Mike) Marshall Page 2: Candidate Information,www.MikeMarshallForPortland.com,White | Page 9: Candidate Information: Demographic Information,,"Executive Director, Oregon Recovers","Executive Director, City Club of Portland Campaign Manager, Oregon United for Marriage","Appointed Member, M110 Implementation Main Work Group, Oregon Legislature Appointed Member, Behavioral Health Advisory Board, Oregon Health Authority","[{""school"": ""UC, San Diego"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Arts Degree"", ""course_of_study"": ""Political Science & History""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,candidate_filings/2024/extracted_text/d2/michael-mike-marshall/candidate-filing-application-original.txt,False
