year,district,source,source_candidate_name,suggested_candidate,candidate_key,suggested_candidate_key,name_similarity,second_best_similarity,similarity_margin,classification,match_method,needs_review
2024,3,candidate_filings,Angelita Morillo,Angelita Morillo,2024|3|angelita morillo,2024|3|angelita morillo,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Brian Conley,Brian Conley,2024|3|brian conley,2024|3|brian conley,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Chris Flanary,Chris Flanary,2024|3|chris flanary,2024|3|chris flanary,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Christopher Brummer,Christopher Brummer,2024|3|christopher brummer,2024|3|christopher brummer,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Clifford Higgins,Clifford Higgins,2024|3|clifford higgins,2024|3|clifford higgins,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Cristal Azul Otero,Cristal Azul Otero,2024|3|cristal azul otero,2024|3|cristal azul otero,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Dan Gilk,Dan Gilk,2024|3|dan gilk,2024|3|dan gilk,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Daniel DeMelo,Daniel DeMelo,2024|3|daniel demelo,2024|3|daniel demelo,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,David O'Connor,David O'Connor,2024|3|david o connor,2024|3|david o connor,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Harrison Kass,Harrison Kass,2024|3|harrison kass,2024|3|harrison kass,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Heart Free Pham,Heart Free Pham,2024|3|heart free pham,2024|3|heart free pham,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Jaclyn Smith-Moore,Jaclyn Smith-Moore,2024|3|jaclyn smith moore,2024|3|jaclyn smith moore,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Jesse Cornett,Jesse Cornett,2024|3|jesse cornett,2024|3|jesse cornett,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,John Sweeney,John Sweeney,2024|3|john sweeney,2024|3|john sweeney,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Jonathan (Jon) Walker,Jonathan (Jon) Walker,2024|3|jonathan jon walker,2024|3|jonathan jon walker,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Kelly Janes (KJ),Kelly Janes (KJ),2024|3|kelly janes kj,2024|3|kelly janes kj,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Kenneth (Kent) R Landgraver III,Kenneth (Kent) R Landgraver III,2024|3|kenneth kent r landgraver iii,2024|3|kenneth kent r landgraver iii,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Kezia Wanner,Kezia Wanner,2024|3|kezia wanner,2024|3|kezia wanner,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Luke Zak,Luke Zak,2024|3|luke zak,2024|3|luke zak,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Matthew (Matt) Anderson,Matthew (Matt) Anderson,2024|3|matthew matt anderson,2024|3|matthew matt anderson,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Melodie Beirwagen,Melodie Beirwagen,2024|3|melodie beirwagen,2024|3|melodie beirwagen,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Mu-Yin Chen (Mollie),Mu-Yin Chen (Mollie),2024|3|mu yin chen mollie,2024|3|mu yin chen mollie,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Patrick Hilton,Patrick Hilton,2024|3|patrick hilton,2024|3|patrick hilton,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Philippe Knab,Philippe Knab,2024|3|philippe knab,2024|3|philippe knab,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Rex Burkholder,Rex Burkholder,2024|3|rex burkholder,2024|3|rex burkholder,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Sandeep Bali,Sandeep Bali,2024|3|sandeep bali,2024|3|sandeep bali,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Steve Novick,Steve Novick,2024|3|steve novick,2024|3|steve novick,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Terry Parker,Terry Parker,2024|3|terry parker,2024|3|terry parker,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Theo Hathaway Saner,Theo Hathaway Saner,2024|3|theo hathaway saner,2024|3|theo hathaway saner,1.0,0.0,1.0,match,canonical_source,False
2024,3,candidate_filings,Tiffany Koyama Lane,Tiffany Koyama Lane,2024|3|tiffany koyama lane,2024|3|tiffany koyama lane,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Andra Vltavín,Andra Vltavín,2024|4|andra vltavin,2024|4|andra vltavin,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Ben Hufford,Ben Hufford,2024|4|ben hufford,2024|4|ben hufford,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Bob Callahan,Bob Callahan,2024|4|bob callahan,2024|4|bob callahan,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Bob Weinstein,Bob Weinstein,2024|4|bob weinstein,2024|4|bob weinstein,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Brandon Farley,Brandon Farley,2024|4|brandon farley,2024|4|brandon farley,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Chad Lykins,Chad Lykins,2024|4|chad lykins,2024|4|chad lykins,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Chloe Mason,Chloe Mason,2024|4|chloe mason,2024|4|chloe mason,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Chris Henry,Chris Henry,2024|4|chris henry,2024|4|chris henry,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Ciatta R Thompson,Ciatta R Thompson,2024|4|ciatta r thompson,2024|4|ciatta r thompson,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Eli Arnold,Eli Arnold,2024|4|eli arnold,2024|4|eli arnold,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Eric Zimmerman,Eric Zimmerman,2024|4|eric zimmerman,2024|4|eric zimmerman,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,James Bryan,James Bryan,2024|4|james bryan,2024|4|james bryan,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Jeremy Beausoleil Smith,Jeremy Beausoleil Smith,2024|4|jeremy beausoleil smith,2024|4|jeremy beausoleil smith,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,John J Goldsmith,John J Goldsmith,2024|4|john j goldsmith,2024|4|john j goldsmith,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,John Toran,John Toran,2024|4|john toran,2024|4|john toran,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Joseph (Joe) Alfone,Joseph (Joe) Alfone,2024|4|joseph joe alfone,2024|4|joseph joe alfone,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Kelly Doyle,Kelly Doyle,2024|4|kelly doyle,2024|4|kelly doyle,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Kevin Goldsmith,Kevin Goldsmith,2024|4|kevin goldsmith,2024|4|kevin goldsmith,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,L Christopher Regis,L Christopher Regis,2024|4|l christopher regis,2024|4|l christopher regis,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Lee Odell,Lee Odell,2024|4|lee odell,2024|4|lee odell,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Lisa Freeman,Lisa Freeman,2024|4|lisa freeman,2024|4|lisa freeman,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Michael Trimble,Michael Trimble,2024|4|michael trimble,2024|4|michael trimble,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Mike DiNapoli,Mike DiNapoli,2024|4|mike dinapoli,2024|4|mike dinapoli,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Mitch Green,Mitch Green,2024|4|mitch green,2024|4|mitch green,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Moses Ross,Moses Ross,2024|4|moses ross,2024|4|moses ross,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Olivia Clark,Olivia Clark,2024|4|olivia clark,2024|4|olivia clark,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Patrick Cashman,Patrick Cashman,2024|4|patrick cashman,2024|4|patrick cashman,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Raquel Coyote,Raquel Coyote,2024|4|raquel coyote,2024|4|raquel coyote,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Sarah Silkie,Sarah Silkie,2024|4|sarah silkie,2024|4|sarah silkie,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Stanley Penkin,Stanley Penkin,2024|4|stanley penkin,2024|4|stanley penkin,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Thomas Dodson,Thomas Dodson,2024|4|thomas dodson,2024|4|thomas dodson,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Tony Morse,Tony Morse,2024|4|tony morse,2024|4|tony morse,1.0,0.0,1.0,match,canonical_source,False
2024,4,candidate_filings,Tony Schwartz,Tony Schwartz,2024|4|tony schwartz,2024|4|tony schwartz,1.0,0.0,1.0,match,canonical_source,False
2024,1,report2025,Candace Avalos,Candace Avalos,2024|1|candace avalos,2024|1|candace avalos,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Steph Routh,Steph Routh,2024|1|steph routh,2024|1|steph routh,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Jamie Dunphy,Jamie Dunphy,2024|1|jamie dunphy,2024|1|jamie dunphy,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Loretta Smith,Loretta Smith,2024|1|loretta smith,2024|1|loretta smith,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Timur Ender,Timur Ender,2024|1|timur ender,2024|1|timur ender,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Terrence Hayes,Terrence Hayes,2024|1|terrence hayes,2024|1|terrence hayes,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Noah Ernst,Noah Ernst,2024|1|noah ernst,2024|1|noah ernst,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,David Linn,David Linn,2024|1|david linn,2024|1|david linn,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Cayle Tern,Cayle Tern,2024|1|cayle tern,2024|1|cayle tern,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Doug Clove,Doug Clove,2024|1|doug clove,2024|1|doug clove,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Deian Salazar,Deian Salazar,2024|1|deian salazar,2024|1|deian salazar,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Michael (Mike) Sands,Michael (Mike) Sands,2024|1|michael mike sands,2024|1|michael mike sands,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Joe Allen,Joe Allen,2024|1|joe allen,2024|1|joe allen,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Joe Furi,Joe Furi,2024|1|joe furi,2024|1|joe furi,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Peggy Sue Owens,Peggy Sue Owens,2024|1|peggy sue owens,2024|1|peggy sue owens,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Thomas Shervey,Thomas Shervey,2024|1|thomas shervey,2024|1|thomas shervey,1.0,0.0,1.0,match,exact_normalized_name,False
2024,1,report2025,Uncertified Write In,,,,0.0,0.0,0.0,non_match,known_non_candidate,False
2024,2,report2025,Elana Pirtle-Guiney,Elana Pirtle-Guiney,2024|2|elana pirtle guiney,2024|2|elana pirtle guiney,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Dan Ryan,Dan Ryan,2024|2|dan ryan,2024|2|dan ryan,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Michelle DePass,Michelle DePass,2024|2|michelle depass,2024|2|michelle depass,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Sameer Kanal,Sameer Kanal,2024|2|sameer kanal,2024|2|sameer kanal,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Nat West,Nat West,2024|2|nat west,2024|2|nat west,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Tiffani Penson,Tiffani Penson,2024|2|tiffani penson,2024|2|tiffani penson,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Jonathan Tasini,Jonathan Tasini,2024|2|jonathan tasini,2024|2|jonathan tasini,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Marnie Glickman,Marnie Glickman,2024|2|marnie glickman,2024|2|marnie glickman,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Mariah Hudson,Mariah Hudson,2024|2|mariah hudson,2024|2|mariah hudson,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Michael (Mike) Marshall,Michael (Mike) Marshall,2024|2|michael mike marshall,2024|2|michael mike marshall,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,James Armstrong,James Armstrong,2024|2|james armstrong,2024|2|james armstrong,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Jennifer Park,Jennifer Park,2024|2|jennifer park,2024|2|jennifer park,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Bob Simril,Bob Simril,2024|2|bob simril,2024|2|bob simril,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Debbie Kitchin,Debbie Kitchin,2024|2|debbie kitchin,2024|2|debbie kitchin,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Chris Olson,Chris Olson,2024|2|chris olson,2024|2|chris olson,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Nabil Zaghloul,Nabil Zaghloul,2024|2|nabil zaghloul,2024|2|nabil zaghloul,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Laura Streib,Laura Streib,2024|2|laura streib,2024|2|laura streib,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Liz Taylor,Liz Taylor,2024|2|liz taylor,2024|2|liz taylor,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Will Mespelt,Will Mespelt,2024|2|will mespelt,2024|2|will mespelt,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Reuben Berlin,Reuben Berlin,2024|2|reuben berlin,2024|2|reuben berlin,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Sam Sachs,Sam Sachs,2024|2|sam sachs,2024|2|sam sachs,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Antonio Jamal PettyJohnBlue,Antonio Jamal PettyJohnBlue,2024|2|antonio jamal pettyjohnblue,2024|2|antonio jamal pettyjohnblue,1.0,0.0,1.0,match,exact_normalized_name,False
2024,2,report2025,Uncertified Write In,,,,0.0,0.0,0.0,non_match,known_non_candidate,False
2024,3,report2025,Steve Novick,Steve Novick,2024|3|steve novick,2024|3|steve novick,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Angelita Morillo,Angelita Morillo,2024|3|angelita morillo,2024|3|angelita morillo,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Tiffany Koyama Lane,Tiffany Koyama Lane,2024|3|tiffany koyama lane,2024|3|tiffany koyama lane,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Jesse Cornett,Jesse Cornett,2024|3|jesse cornett,2024|3|jesse cornett,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Rex Burkholder,Rex Burkholder,2024|3|rex burkholder,2024|3|rex burkholder,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Chris Flanary,Chris Flanary,2024|3|chris flanary,2024|3|chris flanary,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Cristal Azul Otero,Cristal Azul Otero,2024|3|cristal azul otero,2024|3|cristal azul otero,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Philippe Knab,Philippe Knab,2024|3|philippe knab,2024|3|philippe knab,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Kezia Wanner,Kezia Wanner,2024|3|kezia wanner,2024|3|kezia wanner,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Ahlam K Osman,Ahlam K Osman,2024|3|ahlam k osman,2024|3|ahlam k osman,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Daniel DeMelo,Daniel DeMelo,2024|3|daniel demelo,2024|3|daniel demelo,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Harrison Kass,Harrison Kass,2024|3|harrison kass,2024|3|harrison kass,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Jonathan (Jon) Walker,Jonathan (Jon) Walker,2024|3|jonathan jon walker,2024|3|jonathan jon walker,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Luke Zak,Luke Zak,2024|3|luke zak,2024|3|luke zak,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Sandeep Bali,Sandeep Bali,2024|3|sandeep bali,2024|3|sandeep bali,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Brian Conley,Brian Conley,2024|3|brian conley,2024|3|brian conley,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Melodie Beirwagen,Melodie Beirwagen,2024|3|melodie beirwagen,2024|3|melodie beirwagen,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Matthew (Matt) Anderson,Matthew (Matt) Anderson,2024|3|matthew matt anderson,2024|3|matthew matt anderson,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Heart Free Pham,Heart Free Pham,2024|3|heart free pham,2024|3|heart free pham,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Theo Hathaway Saner,Theo Hathaway Saner,2024|3|theo hathaway saner,2024|3|theo hathaway saner,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Dan Gilk,Dan Gilk,2024|3|dan gilk,2024|3|dan gilk,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Terry Parker,Terry Parker,2024|3|terry parker,2024|3|terry parker,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Kelly Janes (KJ),Kelly Janes (KJ),2024|3|kelly janes kj,2024|3|kelly janes kj,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Christopher Brummer,Christopher Brummer,2024|3|christopher brummer,2024|3|christopher brummer,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Kenneth (Kent) R Landgraver III,Kenneth (Kent) R Landgraver III,2024|3|kenneth kent r landgraver iii,2024|3|kenneth kent r landgraver iii,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,John Sweeney,John Sweeney,2024|3|john sweeney,2024|3|john sweeney,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Patrick Hilton,Patrick Hilton,2024|3|patrick hilton,2024|3|patrick hilton,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Jaclyn Smith-Moore,Jaclyn Smith-Moore,2024|3|jaclyn smith moore,2024|3|jaclyn smith moore,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,David O'Connor,David O'Connor,2024|3|david o connor,2024|3|david o connor,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Clifford Higgins,Clifford Higgins,2024|3|clifford higgins,2024|3|clifford higgins,1.0,0.0,1.0,match,exact_normalized_name,False
2024,3,report2025,Uncertified Write In,,,,0.0,0.0,0.0,non_match,known_non_candidate,False
2024,4,report2025,Olivia Clark,Olivia Clark,2024|4|olivia clark,2024|4|olivia clark,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Eric Zimmerman,Eric Zimmerman,2024|4|eric zimmerman,2024|4|eric zimmerman,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Eli Arnold,Eli Arnold,2024|4|eli arnold,2024|4|eli arnold,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Mitch Green,Mitch Green,2024|4|mitch green,2024|4|mitch green,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Sarah Silkie,Sarah Silkie,2024|4|sarah silkie,2024|4|sarah silkie,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Chad Lykins,Chad Lykins,2024|4|chad lykins,2024|4|chad lykins,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Lisa Freeman,Lisa Freeman,2024|4|lisa freeman,2024|4|lisa freeman,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Bob Weinstein,Bob Weinstein,2024|4|bob weinstein,2024|4|bob weinstein,1.0,0.0,1.0,match,exact_normalized_name,False
2024,4,report2025,Tony Morse,Tony Morse,2024|4|tony morse,2024|4|tony morse,1.0,0.0,1.0,match,exact_normalized_name,False
