year,district,candidate_a,candidate_b,boost_a_given_b,boost_b_given_a,boost_mean,boost_asymmetry
2024,1,Steph Routh,Joe Allen,-0.177081899254189,-0.042927632622529674,-0.11000476593835934,-0.1341542666316593
2024,1,Steph Routh,Joe Furi,-0.21387991183423993,-0.042587634107894165,-0.12823377297106706,-0.17129227772634575
2024,1,Steph Routh,Peggy Sue Owens,-0.19014180073505366,-0.035991126567706574,-0.11306646365138012,-0.15415067416734707
2024,1,Steph Routh,Thomas Shervey,-0.07016383398642556,-0.012038383844931236,-0.0411011089156784,-0.058125450141494325
2024,1,Steph Routh,Uncertified Write In,-0.2652706210787594,-0.008344863471313226,-0.13680774227503634,-0.2569257576074462
2024,1,Jamie Dunphy,Loretta Smith,-0.004503967241872908,-0.004385454622514551,-0.0044447109321937295,-0.00011851261935835744
2024,1,Jamie Dunphy,Timur Ender,0.11615329618185194,0.10601582387837893,0.11108456003011544,0.010137472303473005
2024,1,Jamie Dunphy,Terrence Hayes,-0.04371644955358922,-0.03779212506887708,-0.04075428731123315,-0.00592432448471214
2024,1,Jamie Dunphy,Noah Ernst,-0.11288836874790459,-0.0709357015532312,-0.0919120351505679,-0.04195266719467339
2024,1,Jamie Dunphy,David Linn,0.09276765777663826,0.046830841424438246,0.06979924960053825,0.04593681635220001
2024,1,Jamie Dunphy,Cayle Tern,0.06260603005403487,0.03071322351486791,0.04665962678445139,0.03189280653916696
2024,1,Jamie Dunphy,Doug Clove,-0.17559228087172396,-0.07218582504921496,-0.12388905296046945,-0.103406455822509
2024,1,Jamie Dunphy,Deian Salazar,-0.09749403248505206,-0.027775506168724637,-0.06263476932688836,-0.06971852631632743
2024,1,Jamie Dunphy,Michael (Mike) Sands,-0.05245939045271947,-0.014757931391030349,-0.03360866092187491,-0.03770145906168912
2024,1,Jamie Dunphy,Joe Allen,-0.130121008603451,-0.03490793706714129,-0.08251447283529614,-0.0952130715363097
2024,1,Jamie Dunphy,Joe Furi,-0.16891090390192348,-0.03722075684249208,-0.10306583037220778,-0.1316901470594314
2024,1,Jamie Dunphy,Peggy Sue Owens,-0.091721653748083,-0.019213377279444124,-0.05546751551376356,-0.07250827646863887
2024,1,Jamie Dunphy,Thomas Shervey,-0.03732864896637511,-0.007087794906609504,-0.022208221936492308,-0.030240854059765607
2024,1,Jamie Dunphy,Uncertified Write In,-0.22242923207032939,-0.007743475702285966,-0.11508635388630768,-0.2146857563680434
2024,1,Loretta Smith,Timur Ender,-0.04234071684244095,-0.03968971333017507,-0.04101521508630801,-0.0026510035122658815
2024,1,Loretta Smith,Terrence Hayes,0.1528143486126976,0.13567541727640925,0.14424488294455343,0.017138931336288354
2024,1,Loretta Smith,Noah Ernst,0.01140678024358771,0.007361381867608985,0.009384081055598348,0.004045398375978726
2024,1,Loretta Smith,David Linn,-0.017839379581582937,-0.009249019974348266,-0.013544199777965601,-0.008590359607234671
2024,1,Loretta Smith,Cayle Tern,-0.0700814737892439,-0.035309621552732345,-0.05269554767098812,-0.03477185223651155
2024,1,Loretta Smith,Doug Clove,-0.018332069031206433,-0.0077399577487739235,-0.013036013389990178,-0.01059211128243251
2024,1,Loretta Smith,Deian Salazar,0.05428319909743812,0.015882906675418126,0.03508305288642812,0.03840029242201999
2024,1,Loretta Smith,Michael (Mike) Sands,-0.009175403827537898,-0.0026509896734812632,-0.005913196750509581,-0.006524414154056635
2024,1,Loretta Smith,Joe Allen,-0.05884521892243744,-0.016213192824770767,-0.0375292058736041,-0.04263202609766667
2024,1,Loretta Smith,Joe Furi,0.02571781397561057,0.00582025705520102,0.015769035515405795,0.01989755692040955
2024,1,Loretta Smith,Peggy Sue Owens,0.10906932027878402,0.02346470196611518,0.06626701112244959,0.08560461831266884
2024,1,Loretta Smith,Thomas Shervey,-0.09442687383374787,-0.018413870470137553,-0.05642037215194271,-0.07601300336361032
2024,1,Loretta Smith,Uncertified Write In,-0.0960073609377447,-0.00343264752463133,-0.04972000423118802,-0.09257471341311337
2024,1,Timur Ender,Terrence Hayes,-0.04006028552010327,-0.03794296944474368,-0.03900162748242347,-0.0021173160753595877
2024,1,Timur Ender,Noah Ernst,-0.14344159602307596,-0.09875330190080789,-0.12109744896194193,-0.044688294122268074
2024,1,Timur Ender,David Linn,0.06709127011895782,0.037107545532635094,0.05209940782579646,0.02998372458632273
2024,1,Timur Ender,Cayle Tern,0.2156470026058238,0.11590802530616734,0.16577751395599558,0.09973897729965647
2024,1,Timur Ender,Doug Clove,-0.15419023603018955,-0.06944871646560859,-0.11181947624789906,-0.08474151956458097
2024,1,Timur Ender,Deian Salazar,-0.09200992261963514,-0.028719670946999648,-0.060364796783317395,-0.0632902516726355
2024,1,Timur Ender,Michael (Mike) Sands,-0.04603604393214372,-0.014189303848108847,-0.030112673890126285,-0.031846740084034875
2024,1,Timur Ender,Joe Allen,-0.08908895508245807,-0.026185536388277364,-0.057637245735367715,-0.0629034186941807
2024,1,Timur Ender,Joe Furi,-0.14900014597245825,-0.035972867131801235,-0.09248650655212974,-0.11302727884065703
2024,1,Timur Ender,Peggy Sue Owens,-0.17947586711760302,-0.04119065902704983,-0.11033326307232642,-0.1382852080905532
2024,1,Timur Ender,Thomas Shervey,-0.10466046450702826,-0.021772704296247967,-0.06321658440163812,-0.08288776021078029
2024,1,Timur Ender,Uncertified Write In,-0.23770519486413233,-0.009066582055856986,-0.12338588845999465,-0.22863861280827535
2024,1,Terrence Hayes,Noah Ernst,0.09895119637091365,0.07192506952344363,0.08543813294717864,0.027026126847470022
2024,1,Terrence Hayes,David Linn,-0.05187233955515541,-0.030291081230805372,-0.04108171039298039,-0.02158125832435004
2024,1,Terrence Hayes,Cayle Tern,-0.07302783452700623,-0.04144204976822216,-0.057234942147614196,-0.03158578475878407
2024,1,Terrence Hayes,Doug Clove,0.07981574916572665,0.03795584539458646,0.058885797280156554,0.04185990377114018
2024,1,Terrence Hayes,Deian Salazar,0.10855290895447162,0.03577412205914886,0.07216351550681024,0.07277878689532276
2024,1,Terrence Hayes,Michael (Mike) Sands,-0.003505265783924627,-0.0011406877317763214,-0.0023229767578504742,-0.0023645780521483056
2024,1,Terrence Hayes,Joe Allen,-0.03621687581694699,-0.011239094361681745,-0.02372798508931437,-0.024977781455265247
2024,1,Terrence Hayes,Joe Furi,0.06318362550080964,0.016105552438673204,0.03964458896974142,0.04707807306213643
2024,1,Terrence Hayes,Peggy Sue Owens,-0.08399628309031631,-0.020353329947794443,-0.05217480651905538,-0.06364295314252187
2024,1,Terrence Hayes,Thomas Shervey,0.013071774790156532,0.002871091262546435,0.007971433026351483,0.010200683527610097
2024,1,Terrence Hayes,Uncertified Write In,-0.08628427871048494,-0.0034747160525359696,-0.04487949738151045,-0.08280956265794898
2024,1,Noah Ernst,David Linn,0.03601617258868084,0.028934584974742356,0.0324753787817116,0.007081587613938484
2024,1,Noah Ernst,Cayle Tern,-0.11621080173298504,-0.09072773345705475,-0.1034692675950199,-0.02548306827593029
2024,1,Noah Ernst,Doug Clove,0.20155796317985902,0.13186538121873767,0.16671167219929833,0.06969258196112135
2024,1,Noah Ernst,Deian Salazar,0.047600896260063585,0.021581588499091378,0.03459124237957748,0.026019307760972207
2024,1,Noah Ernst,Michael (Mike) Sands,-0.010711435917218681,-0.004795504138020712,-0.007753470027619697,-0.005915931779197969
2024,1,Noah Ernst,Joe Allen,0.11757551772017533,0.05019702656414515,0.08388627214216024,0.06737849115603017
2024,1,Noah Ernst,Joe Furi,0.18849462506713333,0.06610142374833985,0.12729802440773658,0.12239320131879347
2024,1,Noah Ernst,Peggy Sue Owens,0.03504462909969097,0.011682549542194068,0.02336358932094252,0.023362079557496904
2024,1,Noah Ernst,Thomas Shervey,0.031533503435352994,0.00952851943372246,0.020531011434537727,0.022004984001630534
2024,1,Noah Ernst,Uncertified Write In,-0.028106381425008486,-0.0015571603701775346,-0.014831770897593011,-0.02654922105483095
2024,1,David Linn,Cayle Tern,0.08931972459832074,0.0868003029370854,0.08806001376770307,0.002519421661235338
2024,1,David Linn,Doug Clove,0.00587394605354874,0.004783448346696223,0.005328697200122481,0.0010904977068525168
2024,1,David Linn,Deian Salazar,-0.010344106311491907,-0.005837697062534369,-0.008090901687013138,-0.004506409248957538
2024,1,David Linn,Michael (Mike) Sands,0.08139407839861315,0.045358604821878354,0.06337634161024575,0.0360354735767348
2024,1,David Linn,Joe Allen,0.06323686051230923,0.03360560315728145,0.04842123183479534,0.02963125735502778
2024,1,David Linn,Joe Furi,0.016416955569296315,0.007166131399296005,0.01179154348429616,0.00925082417000031
2024,1,David Linn,Peggy Sue Owens,0.06733844262415115,0.02794213154363373,0.04764028708389244,0.039396311080517415
2024,1,David Linn,Thomas Shervey,0.07506806332220048,0.02823505985317,0.05165156158768524,0.04683300346903048
2024,1,David Linn,Uncertified Write In,-0.1288427109967466,-0.0088852277103076,-0.0688639693535271,-0.119957483286439
2024,1,Cayle Tern,Doug Clove,-0.08887376250387062,-0.07447505558899566,-0.08167440904643314,-0.014398706914874965
2024,1,Cayle Tern,Deian Salazar,0.03113835331846529,0.01808299472042428,0.024610674019444785,0.013055358598041009
2024,1,Cayle Tern,Michael (Mike) Sands,0.016705050971163676,0.009579455341150692,0.013142253156157184,0.007125595630012985
2024,1,Cayle Tern,Joe Allen,-0.023867608739908036,-0.0130519811617089,-0.01845979495080847,-0.010815627578199136
2024,1,Cayle Tern,Joe Furi,-0.021920105783323346,-0.00984602478072244,-0.015883065282022893,-0.012074081002600906
2024,1,Cayle Tern,Peggy Sue Owens,0.017386281597501885,0.007423852058352803,0.012405066827927344,0.009962429539149081
2024,1,Cayle Tern,Thomas Shervey,-0.020878804742022306,-0.008081003005217108,-0.014479903873619707,-0.012797801736805198
2024,1,Cayle Tern,Uncertified Write In,-0.10871113829752847,-0.007714519581206358,-0.05821282893936742,-0.10099661871632211
2024,1,Doug Clove,Deian Salazar,0.11308110909589633,0.07836596813678472,0.09572353861634053,0.034715140959111615
2024,1,Doug Clove,Michael (Mike) Sands,0.08693653511872065,0.05949193157867409,0.07321423334869737,0.02744460354004656
2024,1,Doug Clove,Joe Allen,0.17969856816595328,0.11726674637986284,0.14848265727290805,0.06243182178609044
2024,1,Doug Clove,Joe Furi,0.2631821067453546,0.14107087771020588,0.20212649222778023,0.1221112290351487
2024,1,Doug Clove,Peggy Sue Owens,0.03043443626183509,0.015507814289087318,0.022971125275461204,0.014926621972747772
2024,1,Doug Clove,Thomas Shervey,0.15450973579753455,0.0713638408326029,0.11293678831506873,0.08314589496493165
2024,1,Doug Clove,Uncertified Write In,0.02661977033853921,0.0022542489566285684,0.01443700964758389,0.024365521381910643
2024,1,Deian Salazar,Michael (Mike) Sands,0.023718500507520016,0.023421005062157732,0.023569752784838874,0.00029749544536228356
2024,1,Deian Salazar,Joe Allen,0.05465625515694762,0.05146745425744498,0.0530618547071963,0.0031888008995026446
2024,1,Deian Salazar,Joe Furi,0.090527499302662,0.07002031968107836,0.08027390949187019,0.020507179621583646
2024,1,Deian Salazar,Peggy Sue Owens,0.07240054930701208,0.05323407929852332,0.0628173143027677,0.019166470008488756
2024,1,Deian Salazar,Thomas Shervey,0.05633011660228528,0.03754270599091876,0.04693641129660202,0.018787410611366517
2024,1,Deian Salazar,Uncertified Write In,-0.0372037665312477,-0.004546184317672418,-0.020874975424460058,-0.03265758221357528
2024,1,Michael (Mike) Sands,Joe Allen,0.127436927919374,0.1215261697152614,0.1244815488173177,0.005910758204112604
2024,1,Michael (Mike) Sands,Joe Furi,0.06184587130914483,0.04844355200697065,0.05514471165805774,0.013402319302174184
2024,1,Michael (Mike) Sands,Peggy Sue Owens,0.09797727045424261,0.07295497678742587,0.08546612362083424,0.02502229366681674
2024,1,Michael (Mike) Sands,Thomas Shervey,0.1240230263006711,0.08370838207014118,0.10386570418540614,0.04031464423052991
2024,1,Michael (Mike) Sands,Uncertified Write In,-0.051216363837071635,-0.006337975740422837,-0.028777169788747236,-0.0448783880966488
2024,1,Joe Allen,Joe Furi,0.14240596195764027,0.1169711937775168,0.12968857786757854,0.025434768180123468
2024,1,Joe Allen,Peggy Sue Owens,0.17054114853169994,0.13316320962041311,0.15185217907605653,0.03737793891128682
2024,1,Joe Allen,Thomas Shervey,0.15188577383266172,0.10750018341698177,0.12969297862482174,0.04438559041567995
2024,1,Joe Allen,Uncertified Write In,-0.02693232868702676,-0.003494952037489042,-0.015213640362257901,-0.023437376649537718
2024,1,Joe Furi,Peggy Sue Owens,0.0572997491214379,0.05446995807146025,0.055884853596449076,0.002829791049977645
2024,1,Joe Furi,Thomas Shervey,0.09867680374829171,0.08502691664502678,0.09185186019665925,0.013649887103264938
2024,1,Joe Furi,Uncertified Write In,0.010818306124565594,0.0017091328840529926,0.006263719504309293,0.009109173240512601
2024,1,Peggy Sue Owens,Thomas Shervey,0.03264957637083904,0.029594743947410823,0.03112216015912493,0.0030548324234282165
2024,1,Peggy Sue Owens,Uncertified Write In,-0.020263038745517895,-0.0033675714431036473,-0.011815305094310771,-0.016895467302414247
2024,1,Thomas Shervey,Uncertified Write In,-0.01959515205169198,-0.003592723914809793,-0.011593937983250887,-0.01600242813688219
2024,2,Elana Pirtle-Guiney,Dan Ryan,0.08195407593156068,0.08159055837752777,0.08177231715454422,0.00036351755403291053
2024,2,Elana Pirtle-Guiney,Michelle DePass,0.1317282556599545,0.12536249193365345,0.12854537379680397,0.006365763726301044
2024,2,Elana Pirtle-Guiney,Sameer Kanal,-0.0016603410786013573,-0.0015101409693547008,-0.001585241023978029,-0.0001502001092466565
2024,2,Elana Pirtle-Guiney,Nat West,0.007278596857197894,0.006513524314895269,0.006896060586046582,0.000765072542302625
2024,2,Elana Pirtle-Guiney,Tiffani Penson,-0.02115342485639954,-0.018610174290029535,-0.019881799573214537,-0.0025432505663700034
2024,2,Elana Pirtle-Guiney,Jonathan Tasini,0.01250617603574844,0.00808003786131295,0.010293106948530695,0.00442613817443549
2024,2,Elana Pirtle-Guiney,Marnie Glickman,0.04177258512034321,0.02525517738190941,0.03351388125112631,0.016517407738433798
2024,2,Elana Pirtle-Guiney,Mariah Hudson,0.07633940401442996,0.044667952313917736,0.060503678164173846,0.03167145170051222
2024,2,Elana Pirtle-Guiney,Michael (Mike) Marshall,0.09724635970384377,0.044508343223855634,0.0708773514638497,0.05273801647998813
2024,2,Elana Pirtle-Guiney,James Armstrong,0.12162490347894706,0.04792875850880418,0.08477683099387562,0.07369614497014287
2024,2,Elana Pirtle-Guiney,Jennifer Park,-0.11008089125887272,-0.03573420784299347,-0.07290754955093309,-0.07434668341587924
2024,2,Elana Pirtle-Guiney,Bob Simril,-0.1808898539288904,-0.05839277355437682,-0.11964131374163361,-0.12249708037451358
2024,2,Elana Pirtle-Guiney,Debbie Kitchin,0.001839320907690123,0.00048779468918781765,0.0011635577984389703,0.0013515262185023053
2024,2,Elana Pirtle-Guiney,Chris Olson,-0.1394323649237722,-0.030553216651470927,-0.08499279078762156,-0.10887914827230127
2024,2,Elana Pirtle-Guiney,Nabil Zaghloul,-0.05952987292702444,-0.011260436451294861,-0.03539515468915965,-0.04826943647572958
2024,2,Elana Pirtle-Guiney,Laura Streib,-0.0984238194028198,-0.013924322296745367,-0.056174070849782584,-0.08449949710607443
2024,2,Elana Pirtle-Guiney,Liz Taylor,-0.15955364184899556,-0.02110589058309493,-0.09032976621604524,-0.13844775126590064
2024,2,Elana Pirtle-Guiney,Will Mespelt,-0.31514265915497214,-0.03571886565185922,-0.17543076240341568,-0.2794237935031129
2024,2,Elana Pirtle-Guiney,Reuben Berlin,-0.2247887814804229,-0.024822013222887834,-0.12480539735165536,-0.19996676825753507
2024,2,Elana Pirtle-Guiney,Sam Sachs,-0.2196291410681308,-0.018099471646328975,-0.11886430635722989,-0.20152966942180184
2024,2,Elana Pirtle-Guiney,Antonio Jamal PettyJohnBlue,-0.17129464112631648,-0.008152841125161146,-0.08972374112573882,-0.16314180000115533
2024,2,Elana Pirtle-Guiney,Uncertified Write In,-0.25023751962382934,-0.004067418537132979,-0.12715246908048117,-0.24617010108669637
2024,2,Dan Ryan,Michelle DePass,-0.016461185647043908,-0.015735496140268423,-0.016098340893656166,-0.0007256895067754843
2024,2,Dan Ryan,Sameer Kanal,-0.2314344283858249,-0.2114359322291415,-0.22143518030748321,-0.019998496156683393
2024,2,Dan Ryan,Nat West,-0.1124496917298678,-0.10107815237976686,-0.10676392205481733,-0.011371539350100934
2024,2,Dan Ryan,Tiffani Penson,0.03763627387726104,0.033258834120402925,0.03544755399883198,0.004377439756858115
2024,2,Dan Ryan,Jonathan Tasini,-0.19853194484353567,-0.12883976019568177,-0.1636858525196087,-0.0696921846478539
2024,2,Dan Ryan,Marnie Glickman,-0.19315285890671627,-0.11729806925868647,-0.15522546408270138,-0.0758547896480298
2024,2,Dan Ryan,Mariah Hudson,0.193515637344919,0.11373496436871178,0.1536253008568154,0.07978067297620722
2024,2,Dan Ryan,Michael (Mike) Marshall,0.15589833779134882,0.0716704634165645,0.11378440060395666,0.08422787437478432
2024,2,Dan Ryan,James Armstrong,0.22156588424494478,0.08770153889212493,0.15463371156853484,0.13386434535281985
2024,2,Dan Ryan,Jennifer Park,-0.28169951923772624,-0.09185207679682456,-0.1867757980172754,-0.18984744244090168
2024,2,Dan Ryan,Bob Simril,0.1320546625954912,0.04281828695132264,0.08743647477340692,0.08923637564416856
2024,2,Dan Ryan,Debbie Kitchin,-0.11359824031282839,-0.030260898345731757,-0.07192956932928007,-0.08333734196709663
2024,2,Dan Ryan,Chris Olson,-0.3002004033978775,-0.0660747106669792,-0.18313755703242834,-0.2341256927308983
2024,2,Dan Ryan,Nabil Zaghloul,0.021428102951943806,0.0040713144370529974,0.012749708694498402,0.01735678851489081
2024,2,Dan Ryan,Laura Streib,-0.10944885970575363,-0.015553056391531643,-0.06250095804864264,-0.09389580331422198
2024,2,Dan Ryan,Liz Taylor,-0.10419735424415516,-0.013844724082212316,-0.05902103916318374,-0.09035263016194284
2024,2,Dan Ryan,Will Mespelt,0.05654928619534527,0.006437959537540186,0.03149362286644273,0.050111326657805086
2024,2,Dan Ryan,Reuben Berlin,-0.03280820145388191,-0.0036389446096110126,-0.018223573031746463,-0.0291692568442709
2024,2,Dan Ryan,Sam Sachs,-0.023608140364697716,-0.00195419710370226,-0.012781168734199988,-0.021653943260995456
2024,2,Dan Ryan,Antonio Jamal PettyJohnBlue,-0.1987544295944408,-0.009501948489522013,-0.10412818904198141,-0.1892524811049188
2024,2,Dan Ryan,Uncertified Write In,-0.12977558941642664,-0.0021188006596596807,-0.06594719503804317,-0.12765678875676695
2024,2,Michelle DePass,Sameer Kanal,0.13395793490174002,0.12802652137303544,0.13099222813738773,0.005931413528704577
2024,2,Michelle DePass,Nat West,0.01165400070430428,0.010958591487740588,0.011306296096022433,0.0006954092165636916
2024,2,Michelle DePass,Tiffani Penson,-0.05959516429894529,-0.055092451039022494,-0.05734380766898389,-0.004502713259922797
2024,2,Michelle DePass,Jonathan Tasini,0.03229772448974538,0.02192664111992404,0.02711218280483471,0.010371083369821343
2024,2,Michelle DePass,Marnie Glickman,0.008355502298916462,0.005308147204371116,0.006831824751643789,0.0030473550945453454
2024,2,Michelle DePass,Mariah Hudson,-0.060743572596541895,-0.03734727628275669,-0.04904542443964929,-0.023396296313785203
2024,2,Michelle DePass,Michael (Mike) Marshall,-0.04362194646416895,-0.020978983452226985,-0.032300464958197966,-0.022642963011941963
2024,2,Michelle DePass,James Armstrong,0.05007815663845866,0.020736398480490192,0.035407277559474426,0.029341758157968467
2024,2,Michelle DePass,Jennifer Park,-0.05032258229584674,-0.017165105036765577,-0.03374384366630616,-0.033157477259081164
2024,2,Michelle DePass,Bob Simril,-0.2557026599738112,-0.08673441753435235,-0.17121853875408177,-0.16896824243945885
2024,2,Michelle DePass,Debbie Kitchin,-0.05988456697812239,-0.016688057914178087,-0.03828631244615024,-0.0431965090639443
2024,2,Michelle DePass,Chris Olson,-0.18255879276633144,-0.04203464905195581,-0.11229672090914362,-0.14052414371437563
2024,2,Michelle DePass,Nabil Zaghloul,-0.16981660113772362,-0.03375295009734834,-0.10178477561753599,-0.13606365104037527
2024,2,Michelle DePass,Laura Streib,-0.13347923938550393,-0.019842614759626002,-0.07666092707256497,-0.11363662462587792
2024,2,Michelle DePass,Liz Taylor,-0.1731670185538907,-0.02406985450462365,-0.09861843652925717,-0.14909716404926704
2024,2,Michelle DePass,Will Mespelt,-0.3127324504944624,-0.037245579471375315,-0.17498901498291886,-0.2754868710230871
2024,2,Michelle DePass,Reuben Berlin,-0.2672795380200186,-0.03101268771825556,-0.14914611286913707,-0.23626685030176303
2024,2,Michelle DePass,Sam Sachs,-0.19356300980220567,-0.016761374330964942,-0.10516219206658531,-0.17680163547124073
2024,2,Michelle DePass,Antonio Jamal PettyJohnBlue,-0.0008435585887301977,-4.2188276040074774e-05,-0.00044287343238513625,-0.000801370312690123
2024,2,Michelle DePass,Uncertified Write In,-0.19466347719887236,-0.003324774831343429,-0.0989941260151079,-0.19133870236752892
2024,2,Sameer Kanal,Nat West,0.1618502072782269,0.15924340530011893,0.16054680628917292,0.0026068019781079754
2024,2,Sameer Kanal,Tiffani Penson,-0.032653992230722295,-0.03158536183816146,-0.03211967703444188,-0.001068630392560832
2024,2,Sameer Kanal,Jonathan Tasini,0.2521871569856878,0.17913961934237455,0.21566338816403116,0.07304753764331323
2024,2,Sameer Kanal,Marnie Glickman,0.22076689244999875,0.146748218614575,0.18375755553228687,0.07401867383542376
2024,2,Sameer Kanal,Mariah Hudson,-0.21059863130475873,-0.13548232662640264,-0.17304047896558067,-0.07511630467835609
2024,2,Sameer Kanal,Michael (Mike) Marshall,-0.14617694320721414,-0.07355746846964664,-0.10986720583843039,-0.0726194747375675
2024,2,Sameer Kanal,James Armstrong,-0.2368199076011508,-0.10260575052123781,-0.1697128290611943,-0.13421415707991297
2024,2,Sameer Kanal,Jennifer Park,0.22441551842787827,0.08009491231364599,0.15225521537076214,0.14432060611423228
2024,2,Sameer Kanal,Bob Simril,-0.2246932315674896,-0.07974706518222438,-0.15222014837485698,-0.14494616638526522
2024,2,Sameer Kanal,Debbie Kitchin,0.05478122466638807,0.01597317023126718,0.03537719744882763,0.03880805443512089
2024,2,Sameer Kanal,Chris Olson,0.24886104894767308,0.05995564734818008,0.1544083481479266,0.18890540159949298
2024,2,Sameer Kanal,Nabil Zaghloul,-0.044652886751579746,-0.00928644802116721,-0.026969667386373478,-0.035366438730412536
2024,2,Sameer Kanal,Laura Streib,-0.10218164371552052,-0.015893756697023982,-0.05903770020627225,-0.08628788701849655
2024,2,Sameer Kanal,Liz Taylor,-0.15665797569683249,-0.02278396444538442,-0.08972097007110845,-0.13387401125144807
2024,2,Sameer Kanal,Will Mespelt,-0.24999058655625156,-0.031152574377068816,-0.14057158046666018,-0.21883801217918275
2024,2,Sameer Kanal,Reuben Berlin,-0.15686254785244585,-0.019044144028287188,-0.08795334594036652,-0.13781840382415866
2024,2,Sameer Kanal,Sam Sachs,-0.17272327649069608,-0.0156497219202299,-0.09418649920546299,-0.15707355457046618
2024,2,Sameer Kanal,Antonio Jamal PettyJohnBlue,-0.010945148054918308,-0.0005727520687105921,-0.00575895006181445,-0.010372395986207716
2024,2,Sameer Kanal,Uncertified Write In,-0.17594838977971403,-0.0031443548866562088,-0.08954637233318512,-0.17280403489305782
2024,2,Nat West,Tiffani Penson,0.022246809076260643,0.02187102328412921,0.022058916180194926,0.00037578579213143337
2024,2,Nat West,Jonathan Tasini,0.11876563897642556,0.0857454916499727,0.10225556531319913,0.033020147326452864
2024,2,Nat West,Marnie Glickman,0.17186235311761844,0.11611048822444464,0.14398642067103154,0.0557518648931738
2024,2,Nat West,Mariah Hudson,-0.12748775858157213,-0.08335802019562719,-0.10542288938859966,-0.044129738385944944
2024,2,Nat West,Michael (Mike) Marshall,-0.11971408489247853,-0.06122727800996655,-0.09047068145122254,-0.05848680688251198
2024,2,Nat West,James Armstrong,-0.12738122854477735,-0.056093266492815264,-0.0917372475187963,-0.07128796205196208
2024,2,Nat West,Jennifer Park,0.11684406312636286,0.04238483526438597,0.07961444919537441,0.0744592278619769
2024,2,Nat West,Bob Simril,-0.1351098157366583,-0.04873751978343814,-0.09192366776004823,-0.08637229595322017
2024,2,Nat West,Debbie Kitchin,0.030587615324123296,0.009064770366713382,0.01982619284541834,0.021522844957409915
2024,2,Nat West,Chris Olson,0.13258127340391113,0.03246438342105161,0.08252282841248137,0.10011688998285952
2024,2,Nat West,Nabil Zaghloul,-0.07301245431618075,-0.015432946223096697,-0.044222700269638725,-0.057579508093084056
